"accountId","playerName","gameMode","assists","boosts","dBNOs","dailyKills","dailyWins","damageDealt","days","headshotKills","heals","killPoints","kills","longestKill","longestTimeSurvived","losses","maxKillStreaks","mostSurvivalTime","rankPoints","rankPointsTitle","revives","rideDistance","roadKills","roundMostKills","roundsPlayed","suicides","swimDistance","teamKills","timeSurvived","top10s","vehicleDestroys","walkDistance","weaponsAcquired","weeklyKills","weeklyWins","winPoints","wins"
"account.632f4a21e84d4c9e825cc7db4789d7a1","RNG_MANTOU","squad",1090,6325,2939,64,1,457200.7,77,652,3646,0,2896,705.5934,1819,1985,4,1819,0,"",753,2496181,33,20,2065,23,4722.8335,23,1442725,786,109,1472084.2,13994,335,11,0,110
"account.632f4a21e84d4c9e825cc7db4789d7a1","RNG_MANTOU","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.310c68133973498b91199c30a51836f6","DouYin_9iMc","duo",8,42,20,5,1,4016.154,3,11,20,0,30,159.45277,1826,5,2,1826,0,"",3,25963.912,0,11,7,0,30.414516,0,8664,5,0,10155.75,66,5,1,0,2
"account.310c68133973498b91199c30a51836f6","DouYin_9iMc","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.310c68133973498b91199c30a51836f6","DouYin_9iMc","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.310c68133973498b91199c30a51836f6","DouYin_9iMc","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.310c68133973498b91199c30a51836f6","DouYin_9iMc","squad",80,565,449,2,1,58898.773,66,149,221,0,509,593.54553,1889,188,4,1889,0,"",47,332104.22,10,19,204,32,1986.029,4,151948.72,99,4,181161.84,957,7,3,0,33
"account.310c68133973498b91199c30a51836f6","DouYin_9iMc","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.294315250418415988e5ae3ea923aaac","SIX60-_sign","duo",2,20,3,0,0,1017.50574,5,3,30,0,5,225.48761,1638.108,15,2,1638.108,0,"",0,22679.355,0,2,15,0,26.76544,0,11009.213,4,0,13407.668,81,0,0,0,0
"account.294315250418415988e5ae3ea923aaac","SIX60-_sign","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.294315250418415988e5ae3ea923aaac","SIX60-_sign","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.294315250418415988e5ae3ea923aaac","SIX60-_sign","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.294315250418415988e5ae3ea923aaac","SIX60-_sign","squad",1697,7319,3760,9,1,610446.1,319,887,6807,0,3828,538.7736,1940,3422,4,1940,0,"",1116,4284468.5,23,16,3560,65,6587.3486,55,2636596.8,1289,91,3400401.5,20576,66,4,0,168
"account.294315250418415988e5ae3ea923aaac","SIX60-_sign","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.829b4f8032a34c989bf50fa5159d27ea","eO4w4Pa681C4zM7W","duo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.829b4f8032a34c989bf50fa5159d27ea","eO4w4Pa681C4zM7W","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.829b4f8032a34c989bf50fa5159d27ea","eO4w4Pa681C4zM7W","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.829b4f8032a34c989bf50fa5159d27ea","eO4w4Pa681C4zM7W","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.829b4f8032a34c989bf50fa5159d27ea","eO4w4Pa681C4zM7W","squad",669,5132,1799,21,3,293350.12,58,423,4073,0,1731,571.1587,1749,1496,4,1749,0,"",436,2442467.8,10,12,1547,32,3011.0007,19,1328596,611,68,1293974,9484,21,3,0,72
"account.829b4f8032a34c989bf50fa5159d27ea","eO4w4Pa681C4zM7W","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.b4d4bf0dbd114e57a6994e6f3ef92c33","nitiaotie888","duo",179,1775,612,4,0,125292.75,64,173,812,0,899,335.62653,1553,783,3,1553,0,"",114,168432.3,2,10,796,7,875.29034,10,368436,135,3,593808.44,3910,13,0,0,16
"account.b4d4bf0dbd114e57a6994e6f3ef92c33","nitiaotie888","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.b4d4bf0dbd114e57a6994e6f3ef92c33","nitiaotie888","solo",0,41,0,1,0,3581.3909,10,7,25,0,28,142.73952,887,50,1,887,0,"",0,495.54077,0,6,50,0,40.94343,0,12160,1,0,14806.217,172,1,0,0,0
"account.b4d4bf0dbd114e57a6994e6f3ef92c33","nitiaotie888","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.b4d4bf0dbd114e57a6994e6f3ef92c33","nitiaotie888","squad",1415,9949,4959,10,0,688599.25,167,946,5546,0,4617,421.97177,1711,3661,4,1711,0,"",955,2027832.4,6,17,3733,41,3274.7793,28,1816474,952,53,2245290,21067,107,3,0,109
"account.b4d4bf0dbd114e57a6994e6f3ef92c33","nitiaotie888","squad-fpp",1,7,1,1,0,197.95032,1,0,1,0,1,259.64362,1248,1,1,1248,0,"",0,0,0,1,1,0,0,0,1248,1,0,472.88083,13,1,0,0,0
"account.a47c72cd9da34698a57f296363d9b764","2024789789","duo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.a47c72cd9da34698a57f296363d9b764","2024789789","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.a47c72cd9da34698a57f296363d9b764","2024789789","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.a47c72cd9da34698a57f296363d9b764","2024789789","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.a47c72cd9da34698a57f296363d9b764","2024789789","squad",25,86,85,17,0,12079.149,2,20,71,0,82,300.60733,1561,24,3,1561,0,"",24,24135.086,0,10,27,0,0,0,19524,11,1,16945.006,246,82,4,0,4
"account.a47c72cd9da34698a57f296363d9b764","2024789789","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.8ccf1afde798420585e294b95d490877","TroyeSivanMellet","duo",30,323,115,5,0,23293.562,36,46,213,0,152,366.74417,1770.506,140,2,1770.506,0,"",18,114537.27,0,9,141,1,192.45457,1,78856.11,27,3,126686.48,691,5,0,0,1
"account.8ccf1afde798420585e294b95d490877","TroyeSivanMellet","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.8ccf1afde798420585e294b95d490877","TroyeSivanMellet","solo",4,179,2,4,0,10723.216,48,28,85,0,74,256.29578,1742.298,83,1,1742.298,0,"",0,91323.29,0,9,84,1,54.34668,1,52341.14,10,0,88941.05,357,4,0,0,1
"account.8ccf1afde798420585e294b95d490877","TroyeSivanMellet","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.8ccf1afde798420585e294b95d490877","TroyeSivanMellet","squad",349,2314,880,9,0,136707.14,102,208,1323,0,791,440.38098,1863.961,734,3,1863.961,0,"",205,820963.6,2,10,755,13,2177.9023,14,480012.8,260,23,692531.25,4419,15,0,0,27
"account.8ccf1afde798420585e294b95d490877","TroyeSivanMellet","squad-fpp",3,16,6,3,1,727.2174,4,3,21,0,8,509.7811,1397,8,1,1397,1,"",3,3994.2717,0,3,8,0,0,0,3750.304,2,0,5304.216,31,3,1,0,1
"account.b72b0c108e4e4a66b0347dc724507f1b","A-jiale-","duo",8,154,84,2,0,14324.236,18,25,82,0,102,270.66757,1342,76,3,1342,0,"",8,48388.45,0,9,76,2,1409.2593,0,40758,15,0,46086.57,380,2,0,0,0
"account.b72b0c108e4e4a66b0347dc724507f1b","A-jiale-","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.b72b0c108e4e4a66b0347dc724507f1b","A-jiale-","solo",0,13,0,3,0,2996.7114,8,14,10,0,29,187.29898,1433,14,3,1433,0,"",0,11247.162,6,9,14,4,6.2297044,0,5759,2,2,4849.7983,55,16,0,0,0
"account.b72b0c108e4e4a66b0347dc724507f1b","A-jiale-","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.b72b0c108e4e4a66b0347dc724507f1b","A-jiale-","squad",733,4612,2605,10,1,363072.28,114,592,2891,0,2673,431.89093,1712,1848,4,1712,0,"",668,1047735.8,11,26,1894,26,2425.2085,20,985635,551,22,1113827.9,12895,15,1,0,71
"account.b72b0c108e4e4a66b0347dc724507f1b","A-jiale-","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.dc7ce84b978a4c5a9520e31dffcd3aac","Xia-gnah3","duo",3,10,6,6,1,1436.4536,4,1,9,0,8,261.98322,1363,14,1,1363,1490.4781,"",1,1573.264,0,6,15,0,0,0,6286.5156,2,0,8856.671,48,6,1,0,1
"account.dc7ce84b978a4c5a9520e31dffcd3aac","Xia-gnah3","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.dc7ce84b978a4c5a9520e31dffcd3aac","Xia-gnah3","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.dc7ce84b978a4c5a9520e31dffcd3aac","Xia-gnah3","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.dc7ce84b978a4c5a9520e31dffcd3aac","Xia-gnah3","squad",637,5883,1681,11,1,258842.25,419,388,4030,0,1727,509.22256,2129.793,1964,4,2129.793,0,"",458,2573643.2,10,13,2060,52,6248.703,45,1817430.1,879,34,2759207,13075,59,4,0,125
"account.dc7ce84b978a4c5a9520e31dffcd3aac","Xia-gnah3","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.9bfee65ef2ab46b88739297a7c7c5d8a","cxznb77528","duo",0,40,21,0,0,3038.9587,3,5,27,0,23,421.9831,1712,22,3,1712,0,"",5,63933.727,0,5,22,0,70.82002,0,15801,4,0,17250.055,103,0,0,0,0
"account.9bfee65ef2ab46b88739297a7c7c5d8a","cxznb77528","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.9bfee65ef2ab46b88739297a7c7c5d8a","cxznb77528","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.9bfee65ef2ab46b88739297a7c7c5d8a","cxznb77528","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.9bfee65ef2ab46b88739297a7c7c5d8a","cxznb77528","squad",695,4292,1956,34,2,297370.56,99,496,2463,0,1866,599.17365,1908,1441,4,1908,0,"",679,1888752,14,11,1488,15,2745.9565,24,946628,487,56,999504.4,9961,66,3,0,64
"account.9bfee65ef2ab46b88739297a7c7c5d8a","cxznb77528","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.76e2040234be417fabd2f97d0897b6e6","Cc-_-648","duo",2,23,15,19,0,2885.064,3,4,14,0,23,73.64218,1069,16,2,1069,0,"",3,317.45016,0,3,16,0,93.7943,0,6765,2,0,10760.094,75,19,0,0,0
"account.76e2040234be417fabd2f97d0897b6e6","Cc-_-648","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.76e2040234be417fabd2f97d0897b6e6","Cc-_-648","solo",0,6,0,0,0,1418.6228,2,5,7,0,14,251.0923,1543,1,2,1543,0,"",0,2467.9907,0,14,2,0,0,0,1664,1,0,2410.8267,16,0,0,0,1
"account.76e2040234be417fabd2f97d0897b6e6","Cc-_-648","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.76e2040234be417fabd2f97d0897b6e6","Cc-_-648","squad",140,862,555,0,0,79822.74,60,130,926,0,565,349.54675,1582,457,4,1582,0,"",102,392245.25,4,18,461,0,402.675,1,274690,150,5,314322.5,2634,1,0,0,10
"account.76e2040234be417fabd2f97d0897b6e6","Cc-_-648","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.5aba86e39fd94151af7104ffdc14bd5b","dagejiushixihuan","duo",3,4,2,3,0,545.32086,1,0,5,0,3,16.176628,359,6,2,359,0,"",0,0,0,2,6,0,0,0,1248,0,0,1049.9482,21,3,0,0,0
"account.5aba86e39fd94151af7104ffdc14bd5b","dagejiushixihuan","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.5aba86e39fd94151af7104ffdc14bd5b","dagejiushixihuan","solo",0,33,0,1,0,3566.5295,2,4,16,0,36,217.35799,1559,13,2,1559,0,"",0,18442.984,8,15,14,0,0,0,6832,2,0,8433.792,93,36,1,0,1
"account.5aba86e39fd94151af7104ffdc14bd5b","dagejiushixihuan","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.5aba86e39fd94151af7104ffdc14bd5b","dagejiushixihuan","squad",194,1088,411,2,0,63931.016,11,92,600,0,422,436.58716,1629,368,4,1629,0,"",94,414382.94,8,8,374,2,619.2016,6,241742,125,3,255182.61,2652,151,6,0,16
"account.5aba86e39fd94151af7104ffdc14bd5b","dagejiushixihuan","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.b5ed00b49da849029d4f49564771fb58","iiiCasset","duo",76,482,285,64,2,65068.49,44,146,421,0,479,504.55063,1959,219,3,1959,0,"",48,188283.19,3,12,225,0,513.1249,1,127125.49,38,3,174201.86,926,64,2,0,7
"account.b5ed00b49da849029d4f49564771fb58","iiiCasset","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.b5ed00b49da849029d4f49564771fb58","iiiCasset","solo",0,54,1,5,0,7429.76,16,19,34,0,66,233.52681,1763,33,2,1763,0,"",0,51391.297,5,9,34,5,6.6307507,0,20093,5,2,23493.21,127,5,0,0,1
"account.b5ed00b49da849029d4f49564771fb58","iiiCasset","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.b5ed00b49da849029d4f49564771fb58","iiiCasset","squad",2885,11557,8503,8,0,1241920.1,462,2211,10890,0,9183,592.2378,1888,4480,6,1888,0,"",1442,5205531,105,30,4686,68,8284.539,34,2846353.5,1435,124,3602483.2,24345,76,2,0,269
"account.b5ed00b49da849029d4f49564771fb58","iiiCasset","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.c4abad64d8c849ffb2aedabff6e51339","IOvEStoRy6","duo",2,50,20,16,0,4024.281,5,9,29,0,34,215.53381,1517,15,4,1517,0,"",7,25575.42,0,7,15,0,152.44128,0,12697,7,0,19596.516,84,16,0,0,0
"account.c4abad64d8c849ffb2aedabff6e51339","IOvEStoRy6","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.c4abad64d8c849ffb2aedabff6e51339","IOvEStoRy6","solo",0,62,0,6,0,4511.455,6,8,30,0,40,257.40274,1685,7,2,1685,0,"",0,26478.451,0,8,10,0,0,0,11388,6,0,13501.749,92,18,2,0,3
"account.c4abad64d8c849ffb2aedabff6e51339","IOvEStoRy6","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.c4abad64d8c849ffb2aedabff6e51339","IOvEStoRy6","squad",108,689,169,8,0,27277.33,30,43,536,0,148,416.72052,1604,242,4,1604,0,"",75,290918.53,1,5,250,4,775.1102,1,162819,106,13,181942.64,1415,31,2,0,15
"account.c4abad64d8c849ffb2aedabff6e51339","IOvEStoRy6","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.c76934c45f1049fa94ac748c08664c28","3Striker-","duo",3,20,17,18,0,2804.3853,4,7,11,0,22,151.62018,1534,11,2,1534,0,"",3,17271.291,0,12,11,0,0,0,7614,4,0,6140.4194,57,18,0,0,0
"account.c76934c45f1049fa94ac748c08664c28","3Striker-","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.c76934c45f1049fa94ac748c08664c28","3Striker-","solo",0,86,1,0,0,5150.7744,36,14,134,0,46,206.88853,1585,51,3,1585,0,"",0,111650.52,5,5,52,8,3828.4844,0,34066,8,2,37873.82,204,0,0,0,1
"account.c76934c45f1049fa94ac748c08664c28","3Striker-","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.c76934c45f1049fa94ac748c08664c28","3Striker-","squad",2608,13113,5800,1,0,997876.2,466,1323,10315,0,5682,724.66187,1955,4661,4,1955,0,"",1971,7709491,20,13,4867,128,6901.832,43,3945303,1871,199,3952615.5,28855,1,0,0,304
"account.c76934c45f1049fa94ac748c08664c28","3Striker-","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.13f93340e5f849fdb6a38ba59a26f1de","CHUN---JIE","duo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.13f93340e5f849fdb6a38ba59a26f1de","CHUN---JIE","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.13f93340e5f849fdb6a38ba59a26f1de","CHUN---JIE","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.13f93340e5f849fdb6a38ba59a26f1de","CHUN---JIE","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.13f93340e5f849fdb6a38ba59a26f1de","CHUN---JIE","squad",1511,8781,3733,12,2,631249.1,181,809,6077,0,3886,651.6374,1943,2861,4,1943,0,"",861,6018595.5,94,17,2992,52,6672.908,27,2546457,1317,125,2505023.5,16639,12,2,0,168
"account.13f93340e5f849fdb6a38ba59a26f1de","CHUN---JIE","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.9a4c920cc6db4df98899ac3813bad532","Sociaiman_Dongye","duo",249,2035,704,9,1,144737.55,184,188,1569,0,1068,314.99954,1899.438,800,3,1899.438,1,"",192,1033934.25,6,12,830,23,2409.1904,22,574912.9,174,25,811450.8,4417,9,1,0,31
"account.9a4c920cc6db4df98899ac3813bad532","Sociaiman_Dongye","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.9a4c920cc6db4df98899ac3813bad532","Sociaiman_Dongye","solo",3,894,8,4,0,53246.58,144,75,642,0,439,296.7644,1997.874,332,3,1997.874,1,"",2,629617.9,10,11,342,64,3936.371,5,241352.1,45,15,300490.47,1490,4,0,0,10
"account.9a4c920cc6db4df98899ac3813bad532","Sociaiman_Dongye","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.9a4c920cc6db4df98899ac3813bad532","Sociaiman_Dongye","squad",2149,12553,5311,38,1,800180.7,558,1040,10866,0,5724,536.21075,2159.436,4437,7,2159.436,1,"",1496,6629363.5,92,22,4653,123,11794.125,100,3580340.8,1759,181,5533982,24931,170,4,0,260
"account.9a4c920cc6db4df98899ac3813bad532","Sociaiman_Dongye","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.78ad327ddfdc49b181d3837739294195","Chengsh-","duo",4,32,10,13,1,2271.3909,6,4,16,0,18,279.4855,1737.626,9,2,1737.626,0,"",0,19002.63,0,13,10,0,0,0,9981.379,4,1,10455.56,41,13,1,0,1
"account.78ad327ddfdc49b181d3837739294195","Chengsh-","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.78ad327ddfdc49b181d3837739294195","Chengsh-","solo",0,21,0,1,0,852.0108,8,3,24,0,6,160.13011,1710.621,20,1,1710.621,0,"",0,28980.799,0,2,20,0,0,0,13580.847,4,0,16514.207,85,1,0,0,0
"account.78ad327ddfdc49b181d3837739294195","Chengsh-","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.78ad327ddfdc49b181d3837739294195","Chengsh-","squad",102,922,340,2,1,47899.164,69,77,855,0,367,539.8795,1844.206,240,2,1844.206,0,"",59,507526.7,8,9,258,7,579.0437,5,254008.83,146,9,310157.44,1642,2,1,0,29
"account.78ad327ddfdc49b181d3837739294195","Chengsh-","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.94195e00187240d5b0bbf62cc263dc98","i1447_-","duo",0,11,4,3,0,798.5884,2,1,1,0,4,65.01673,1600,2,2,1600,0,"",2,7032.82,0,3,2,0,21.079102,0,2210,1,0,1578.0764,15,3,0,0,0
"account.94195e00187240d5b0bbf62cc263dc98","i1447_-","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.94195e00187240d5b0bbf62cc263dc98","i1447_-","solo",0,105,0,10,0,7627.1694,16,30,46,0,80,432.42395,1625,17,2,1625,0,"",1,47320.52,2,10,19,1,390.48816,0,19074,8,0,21873.824,134,19,1,0,2
"account.94195e00187240d5b0bbf62cc263dc98","i1447_-","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.94195e00187240d5b0bbf62cc263dc98","i1447_-","squad",177,1922,614,3,0,94199.23,69,135,1030,0,633,490.39453,1676,404,4,1676,0,"",139,801187.7,17,20,428,16,1272.5955,3,382853,213,32,450914.38,3351,10,0,0,31
"account.94195e00187240d5b0bbf62cc263dc98","i1447_-","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.3f2b2c74f532428da2eb24224575c696","BaiYanjia_","duo",4,60,23,5,0,4501.4463,9,9,28,0,34,195.77422,1449,20,2,1449,0,"",6,19382.32,0,11,20,0,23.76786,0,10683,2,1,12513.542,119,5,0,0,0
"account.3f2b2c74f532428da2eb24224575c696","BaiYanjia_","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.3f2b2c74f532428da2eb24224575c696","BaiYanjia_","solo",0,0,0,0,0,0,1,0,0,0,0,0,45,1,0,45,0,"",0,0,0,0,1,0,0,0,45,0,0,5.289892,1,0,0,0,0
"account.3f2b2c74f532428da2eb24224575c696","BaiYanjia_","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.3f2b2c74f532428da2eb24224575c696","BaiYanjia_","squad",1110,7698,2805,6,0,420955.6,152,601,4783,0,2767,546.7522,1664,2204,4,1664,0,"",1020,3020208.8,15,11,2279,37,4530.336,20,1585379,813,76,1787681.6,16048,72,3,0,107
"account.3f2b2c74f532428da2eb24224575c696","BaiYanjia_","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.6f1fc201f53a4507b6fb7d6a21ac484e","heihuziyishi","duo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
